PCA_1,PCA_2,Cluster
-5.4112102173813215,-0.5034760651344167,2
-4.8636276055990155,-0.1935964903331484,2
11.97253444953186,0.9496734486938743,1
-1.5683096591273635,-4.66480457864877,2
3.356655167847885,0.4298528936309465,3
-8.632120874218812,-5.182710750369494,5
-2.1020667532941055,4.556719051697147,4
12.548174710141945,-4.1825771882878975,1
-0.16856484854364215,-0.4654369278920864,3
6.478645251508396,7.165803796966411,1
13.012244224121574,-3.3513570061944256,1
9.07454933351866,1.951894783154017,1
-10.532397306805972,9.179195883296483,0
-9.515488245351717,4.384194956292944,0
7.4143820187160925,-5.552670627481741,3
-5.829274584108276,-2.627019055588507,2
-5.342112780479225,0.6307864851993312,2
-3.4673314903787764,5.7592616071107825,4
-3.0317382806143054,-2.2416651092875886,2
-5.105980075748832,-3.0399705554122156,2
-4.229290543276539,-0.7559183286296847,2
-2.673439678703714,-7.455281488304353,2
-0.9843972624205833,-2.5029325491760157,2
-7.864879647226158,4.128257591354968,0
-0.057882857518356624,-0.1612991044237296,3
-8.961941348737705,-2.067544014863555,5
6.93950822646755,-0.8764624709191592,1
-6.889451186601248,1.9774739264864696,0
5.312399648198384,-0.6287112412186684,3
12.275552283264673,-3.8792383208187524,1
-6.161012180263742,-2.0289123165614935,2
-3.535882656678576,-1.6575701748670542,2
-12.639178317947456,-4.562563706523431,5
8.393280008129848,3.7602241177637916,1
-5.481463206091935,-1.138370921689756,2
7.028631268320397,3.10253272693663,1
-8.305017129893143,-5.586411455601782,5
4.829066849850066,2.7921693036267206,3
-6.554760086327166,-0.42892557220169025,2
-5.426342601897632,-0.6456022224072743,2
-0.4485309868285718,1.1059658396801542,4
11.866999733737783,-5.450947872723051,1
13.655084691207627,-2.750220475637808,1
-5.860111205720768,1.1974170834133175,0
12.636535491808955,-5.627141128944033,1
5.6156212156082566,-3.418473314957592,3
-3.1510229193707064,-8.371649887949333,2
7.636144287241519,5.806560288559928,1
-7.472936484268283,-2.6709268978782625,5
-0.008323979425153026,1.612630876918565,4
-7.577255086453517,-3.85921471139473,5
-3.571836254548176,0.9639564529300815,2
-8.27592113491436,-1.005998920935653,5
8.536449857987582,-1.5773207410166397,1
-3.2162187366764154,5.836515087185082,4
2.621706672723334,-1.7255765508779495,3
-2.566607892872526,2.0673159054392714,4
-6.826741887151895,-0.2758047710015784,2
-6.283160168303775,-4.08802208371512,2
6.49187721947585,3.375376383039861,1
1.6981487143698348,6.426094583630141,4
12.16499814751768,-2.7956101684826797,1
3.474808931272004,-1.6404537025457506,3
-3.41487139814411,-0.3038401473899772,2
-5.771548824188726,-8.952491517626301,2
-2.867609534773296,0.0723776543146968,2
-5.7195851725482845,3.993985742865319,0
-1.9155821642921642,3.565708987279911,4
10.296223763200755,2.855691988142894,1
-9.379713769292271,1.908054202670999,0
-0.7485109166720385,-0.4127214725877452,3
-5.687465239885356,-1.2062152070990977,2
-0.5684277111715861,-3.6581456340836693,3
2.045149845515226,-2.788132930977016,3
3.293477873683244,-5.783813503050209,3
2.8789368780273263,-1.628098059567005,3
-3.4938039897023963,-10.853765410727592,2
-5.478861220276642,-2.3386583312984026,2
-4.524931458870528,-1.7288099806587822,2
1.1926143297583887,-1.644915811343403,3
-10.730614501251408,-4.7432639387272815,5
-9.92962679717186,-2.036253087196007,5
-6.379674179370472,-2.3813447463204906,2
-8.916998076425493,8.750582066920973,0
6.036623940315611,-4.544563950685435,3
-1.4168829030224475,7.058418546084135,4
-1.4137391259773628,4.4832972776584095,4
10.807632462881337,-4.1566863098087,1
8.575444812683386,-1.7838640109726172,1
-11.375490394488368,2.726416562900003,0
-2.663345070319644,7.264842365725726,4
-5.366435203995942,3.2273582861388435,0
14.59998203425019,-2.0542408406031365,1
-8.564910026911452,-3.0171128659170345,5
4.683481695555976,9.371529785447319,4
-6.12747014980041,-1.8557834286497203,2
11.730436396745878,-1.7324791046810453,1
-1.2383346336566114,4.767956800613656,4
-3.8712241191097387,4.227719033833455,4
-9.104777000452867,-0.26946252238483,5
8.955980682835385,-3.8335945796108875,1
-1.7559019073379134,0.33839999457231457,4
4.847104012619594,5.298464269882126,4
6.117545081366719,3.249975343449737,1
7.553871679563557,-1.7702852702111291,1
6.978284266463038,7.773625650774821,1
14.827539164836871,1.1401700820119953,1
0.7036507730020046,-1.8487250912077349,3
7.313302917200843,5.648391094556025,1
-5.152401645477314,0.9993614975477951,2
-5.504528503521883,6.802189646874742,0
11.492633457216508,1.7021528074940504,1
-1.0113414606947035,0.5146005008342164,4
2.005429677530654,2.9669102169691524,4
-1.7881614489260713,1.0334250476444302,4
10.507252561678603,8.064178698067455,1
