PCA_1,PCA_2,Cluster
-4.842255196755258,-1.3683929763777467,1
-4.626915029105705,-3.9757113724099074,1
11.41699239102915,4.682438300968906,0
-1.2375948089788686,8.637477808410607,2
3.382377290831833,-2.4649375405551783,3
-8.177901423588969,3.3970024612242073,1
12.120441384997982,1.3147546553464207,0
-0.6820202302288142,0.8056335848588924,3
13.279895634234524,-2.2994022876546323,0
7.261315508568678,1.5940644326836833,0
-5.648882563998514,-0.8381595122997858,1
-5.081767960733675,-2.0092937401274744,1
-2.9550862593517375,-2.1458259905157404,3
-4.472092929166048,-0.8464962540528137,1
-3.1997318113963584,0.4441937680030026,1
-2.3815411715174855,9.533833943499271,2
-0.3160639432038237,0.6916284971928635,3
0.0006718772900944081,-5.552528711697179,3
-8.306358610862882,5.560699896497803,1
6.804385180799306,-1.1144627384098633,0
-5.7874795291409695,-3.084668558209443,1
5.40449487626536,4.169175496364998,0
12.651570418471222,5.394393949892013,0
-6.344715402497218,-1.5756134348058894,1
-3.0382812112119093,1.4323094753116252,1
-12.738695635048257,6.601454373450096,1
-5.009732248284225,-4.559094681111326,1
-7.806079780621176,2.3579906174088916,1
-6.106921917870985,-0.8523459092008099,1
-4.485609022546858,-1.6017573873361828,1
-0.4028068369686,-3.567827893175458,3
12.3971946414624,-1.1510805577276193,0
13.765376389143874,-0.06318230337278742,0
-5.156186431510899,-4.6521258101453045,1
13.032874105784051,1.2725524327087263,0
5.944310355948185,-0.057687895296504005,0
-1.9589907362097252,3.0874202673593802,2
-7.231876456200424,2.5006538710491215,1
-0.48612713666625695,-2.3789692521672188,3
-6.79884699490931,-2.0169093234651605,1
-3.350996022646291,-2.7011313398570356,3
-7.959653792255822,-0.06627703545958183,1
8.601230422393373,1.8485051749465697,0
2.4743752129279892,-2.815673796295348,3
-6.1500809147172255,-2.7525800181399473,1
-5.849977427348881,13.330632677442935,2
12.61473477111461,0.349490669682035,0
3.9896288300205924,1.9065694105472049,3
-3.2067145961579993,-3.4893580346221564,3
-4.320154438367368,1.8419249254166883,1
-3.038280106222235,-4.033179382241129,3
-10.041164717262467,4.263866970404974,1
-0.8377766218255788,-2.704571803438322,3
-5.23768624045768,-2.3481452340476987,1
-0.1605745165517044,5.768293834910907,2
2.7865081785881918,-2.943150753122255,3
4.1023716443435845,7.858751618069691,2
2.6238530841846206,-2.592729890742336,3
-2.502347235729012,4.149075191763118,2
-5.355140239099913,-1.0555658293154995,1
-3.930858503848211,-0.9130285455277054,1
1.70780657123076,1.5391080791814453,3
-10.031401819121628,-1.3033192597516272,1
-9.398367672828995,-2.588181048079182,1
-5.724343517434963,-3.3060144671695553,1
6.461591063806189,4.613303253527919,0
11.116575786443267,-3.0908464485959914,0
8.945157234537865,-1.219094963445773,0
-11.195947566646295,3.2562198007748733,1
14.915414246450723,-2.5608493676026396,0
-7.542052636771214,-0.7220116706235784,1
-5.5517741956243185,-3.2622850117644764,1
11.704537353113315,-1.0380575080593406,0
-8.984828952797413,-2.6858963882434006,1
8.94690449539161,5.304883752801175,0
-2.052401848281106,-3.2736023178701017,3
7.701735628029741,5.0549949624967345,0
14.299558745160217,-5.190248868423973,0
1.2504247549061598,0.17031715131205177,3
-4.127131327803571,-4.701939711495297,1
11.298920609265759,-4.811566575079505,0
-1.23427655888801,-3.6943324180659283,3
1.8670099662791861,-3.474719707580306,3
-1.805745905751579,-1.218783780735105,3
